source_id,course,title,original_path,format,document_role,year,output_md,locator_type,method,ocr_used,ocr_confidence,ocr_warning,status,reviewer,notes
computer-networks-202,computer_networks,信道复用——码分复用,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/信道复用——码分复用2.png,png,note,,computer_networks/computer-networks-202.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-203,computer_networks,信道复用——频分复用FDM,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/信道复用——频分复用FDM.png,png,note,,computer_networks/computer-networks-203.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-204,computer_networks,停止等待协议,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/停止等待协议.png,png,note,,computer_networks/computer-networks-204.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-205,computer_networks,停止等待协议的4种基本内容,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/停止等待协议的4种基本内容.png,png,note,,computer_networks/computer-networks-205.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-206,computer_networks,停止等待协议的信道利用率,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/停止等待协议的信道利用率.png,png,note,,computer_networks/computer-networks-206.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-207,computer_networks,动态划分信道的原理图,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/动态划分信道的原理图.png,png,note,,computer_networks/computer-networks-207.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-208,computer_networks,动态接入控制——随机接入,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/动态接入控制——随机接入.png,png,note,,computer_networks/computer-networks-208.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-209,computer_networks,可靠传输的分类和在TCP、IP的具体情况,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/可靠传输的分类和在TCP、IP的具体情况.png,png,note,,computer_networks/computer-networks-209.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-210,computer_networks,可靠传输的基本概念,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/可靠传输的基本概念.png,png,note,,computer_networks/computer-networks-210.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-211,computer_networks,回退N帧协议,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/回退N帧协议.png,png,note,,computer_networks/computer-networks-211.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-212,computer_networks,奇偶校验,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/奇偶校验.png,png,note,,computer_networks/computer-networks-212.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-213,computer_networks,媒体接入控制MAC的基本概念,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/媒体接入控制MAC的基本概念.png,png,note,,computer_networks/computer-networks-213.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-214,computer_networks,截断二进制指数退避算法,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/截断二进制指数退避算法.png,png,note,,computer_networks/computer-networks-214.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-215,computer_networks,数据包转发过程中IP地址与MAC地址的变化,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/数据包转发过程中IP地址与MAC地址的变化.png,png,note,,computer_networks/computer-networks-215.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-216,computer_networks,数据链路层概述,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/数据链路层概述.png,png,note,,computer_networks/computer-networks-216.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-217,computer_networks,海明距离与检错纠错位数的关系,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/海明距离与检错纠错位数的关系.png,png,note,,computer_networks/computer-networks-217.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-218,computer_networks,生成树协议STP,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/生成树协议STP.png,png,note,,computer_networks/computer-networks-218.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-219,computer_networks,直接增加以太网冗余链路的隐患,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/直接增加以太网冗余链路的隐患.png,png,note,,computer_networks/computer-networks-219.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-220,computer_networks,选择重传协议,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/选择重传协议.png,png,note,,computer_networks/computer-networks-220.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-221,computer_networks,集线器和交换机对比,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第三章：数据链路层/集线器和交换机对比.png,png,note,,computer_networks/computer-networks-221.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-222,computer_networks,PDU和SDU,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/PDU和SDU.png,png,note,,computer_networks/computer-networks-222.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-223,computer_networks,TCP、IP结构及其协议分布,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/TCP、IP结构及其协议分布.png,png,note,,computer_networks/computer-networks-223.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-224,computer_networks,internet和Internet的区别,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/internet和Internet的区别.png,png,note,,computer_networks/computer-networks-224.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-225,computer_networks,三种计算机网络体系结构,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/三种计算机网络体系结构.png,png,note,,computer_networks/computer-networks-225.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-226,computer_networks,丢包率,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/丢包率.png,png,note,,computer_networks/computer-networks-226.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-227,computer_networks,传播时延和发送时延的计算,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/传播时延和发送时延的计算.png,png,note,,computer_networks/computer-networks-227.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-228,computer_networks,分组时延计算,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/分组时延计算.png,png,note,,computer_networks/computer-networks-228.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-229,computer_networks,利用率,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/利用率.png,png,note,,computer_networks/computer-networks-229.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-230,computer_networks,吞吐量,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/吞吐量.png,png,note,,computer_networks/computer-networks-230.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-231,computer_networks,带宽（最高数据率）,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/带宽（最高数据率）.png,png,note,,computer_networks/computer-networks-231.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-232,computer_networks,应用进程间基于网络的通信,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/应用进程间基于网络的通信.png,png,note,,computer_networks/computer-networks-232.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-233,computer_networks,往返时间,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/往返时间.png,png,note,,computer_networks/computer-networks-233.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-234,computer_networks,数据量和速率（比特率）,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/数据量和速率（比特率）.png,png,note,,computer_networks/computer-networks-234.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-235,computer_networks,时延及其类型（排队时延包含在处理时延）,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/时延及其类型（排队时延包含在处理时延）.png,png,note,,computer_networks/computer-networks-235.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-236,computer_networks,时延带宽积,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/时延带宽积.png,png,note,,computer_networks/computer-networks-236.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-237,computer_networks,电路交换、报文交换和分组交换的对比,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/电路交换、报文交换和分组交换的对比.png,png,note,,computer_networks/computer-networks-237.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-238,computer_networks,电路交换、报文交换和分组交换的对比及优缺点,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/电路交换、报文交换和分组交换的对比及优缺点.png,png,note,,computer_networks/computer-networks-238.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-239,computer_networks,自下而上第一个提供端到端服务的是运输层,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/自下而上第一个提供端到端服务的是运输层.png,png,note,,computer_networks/computer-networks-239.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-240,computer_networks,计算机网络体系结构中的专用术语,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/计算机网络体系结构中的专用术语.png,png,note,,computer_networks/computer-networks-240.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-241,computer_networks,计算机网络的分类,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/计算机网络的分类.png,png,note,,computer_networks/computer-networks-241.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-242,computer_networks,计网5层结构解决的问题,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/第一章：概论/计网5层结构解决的问题.png,png,note,,computer_networks/computer-networks-242.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-243,computer_networks,CDMA,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/CDMA.png,png,note,,computer_networks/computer-networks-243.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-244,computer_networks,Nagle算法和Clark算法,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/Nagle算法和Clark算法.png,png,note,,computer_networks/computer-networks-244.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-245,computer_networks,PDU各层名称,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/PDU各层名称.png,png,note,,computer_networks/computer-networks-245.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-246,computer_networks,令牌桶计算,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/令牌桶计算.png,png,note,,computer_networks/computer-networks-246.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-247,computer_networks,使用集线器HUB在物理层扩展以太网,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/使用集线器HUB在物理层扩展以太网.png,png,note,,computer_networks/computer-networks-247.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-248,computer_networks,分片,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/分片.png,png,note,,computer_networks/computer-networks-248.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-249,computer_networks,物理层、数据链路层、网络层设备对于隔离冲突域的总结,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/物理层、数据链路层、网络层设备对于隔离冲突域的总结.png,png,note,,computer_networks/computer-networks-249.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-250,computer_networks,物理层特性,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/物理层特性.png,png,note,,computer_networks/computer-networks-250.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-251,computer_networks,网桥转发表,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/网桥转发表.png,png,note,,computer_networks/computer-networks-251.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-252,computer_networks,计算机网络的分类,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/计算机网络的分类.png,png,note,,computer_networks/computer-networks-252.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computer-networks-253,computer_networks,路由表更新,学科资料/计算机网络（全英&普通）/图片笔记（开源，来源未知）/一些题目/路由表更新.png,png,note,,computer_networks/computer-networks-253.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-001,computing_methods,老粉福利：证明题通用模板,学科资料/计算方法/老粉福利：证明题通用模板.pdf,pdf,note,,computing_methods/computing-methods-001.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-002,computing_methods,数值分析（电子版教材-仅供学生参考-勿对外分享）,学科资料/计算方法/课本/数值分析（电子版教材-仅供学生参考-勿对外分享）.pdf,pdf,note,,computing_methods/computing-methods-002.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-003,computing_methods,笔记,学科资料/计算方法/笔记-爱来自WJQ/笔记.docx,docx,note,,computing_methods/computing-methods-003.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-004,computing_methods,计算方法笔记,学科资料/计算方法/笔记-爱来自WJQ/计算方法笔记.pdf,pdf,note,,computing_methods/computing-methods-004.md,page,pymupdf page rendering to JPEG assets (image-only PDF; no OCR),false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-005,computing_methods,Review2026,学科资料/计算方法/大纲+试卷/Review2026.pdf,pdf,note,2026,computing_methods/computing-methods-005.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-006,computing_methods,2016华工计算机计算方法(数值分析)考试试卷,学科资料/计算方法/大纲+试卷/paper/2016华工计算机计算方法(数值分析)考试试卷.docx,docx,past_exam,2016,computing_methods/computing-methods-006.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 15 OLE/MathType formula objects preserved as preview-image fallback; 21 tool-proposed question boundaries need human confirmation; AI-transcribed 13 formula images to LaTeX (GLM-4V majority-vote + render gate); pending human re-check per SOP 4.2"
computing-methods-007,computing_methods,2024提纲,学科资料/计算方法/大纲+试卷/paper/2024提纲.docx,docx,note,2024,computing_methods/computing-methods-007.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-008,computing_methods,2024计算方法试卷A,学科资料/计算方法/大纲+试卷/paper/2024计算方法试卷A.pdf,pdf,past_exam,2024,computing_methods/computing-methods-008.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 23 tool-proposed question boundaries need human confirmation"
computing-methods-009,computing_methods,a华南理工大学数值分析A,学科资料/计算方法/大纲+试卷/paper/a华南理工大学数值分析A.pdf,pdf,note,,computing_methods/computing-methods-009.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-010,computing_methods,y少的试卷解答,学科资料/计算方法/大纲+试卷/paper/y少的试卷解答.md,md,past_exam_answer,,computing_methods/computing-methods-010.md,heading,markdown normalization,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-011,computing_methods,《计算方法》课程考试试卷(A卷),学科资料/计算方法/大纲+试卷/paper/《计算方法》课程考试试卷(A卷).doc,doc,past_exam,,computing_methods/computing-methods-011.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 27 native OMML formulas converted to LaTeX; 6 tool-proposed question boundaries need human confirmation"
computing-methods-012,computing_methods,《计算方法》课程考试试卷(B卷),学科资料/计算方法/大纲+试卷/paper/《计算方法》课程考试试卷(B卷).doc,doc,past_exam,,computing_methods/computing-methods-012.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 31 native OMML formulas converted to LaTeX; 7 tool-proposed question boundaries need human confirmation"
computing-methods-013,computing_methods,华南理工大学数值分析A,学科资料/计算方法/大纲+试卷/paper/华南理工大学数值分析A.doc,doc,note,,computing_methods/computing-methods-013.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 16 OLE/MathType formula objects preserved as preview-image fallback; 10 native OMML formulas converted to LaTeX; AI-transcribed 15 formula images to LaTeX (GLM-4V majority-vote + render gate); pending human re-check per SOP 4.2"
computing-methods-014,computing_methods,华南理工大学数值分析试题C,学科资料/计算方法/大纲+试卷/paper/华南理工大学数值分析试题C.doc,doc,past_exam,,computing_methods/computing-methods-014.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 20 OLE/MathType formula objects preserved as preview-image fallback; 4 native OMML formulas converted to LaTeX; 6 tool-proposed question boundaries need human confirmation; AI-transcribed 16 formula images to LaTeX (GLM-4V majority-vote + render gate); pending human re-check per SOP 4.2"
computing-methods-015,computing_methods,华南理工大学研究生数值分析试卷,学科资料/计算方法/大纲+试卷/paper/华南理工大学研究生数值分析试卷.pdf,pdf,past_exam,,computing_methods/computing-methods-015.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 2 tool-proposed question boundaries need human confirmation"
computing-methods-016,computing_methods,数值分析模拟试题,学科资料/计算方法/大纲+试卷/paper/数值分析模拟试题.doc,doc,past_exam,,computing_methods/computing-methods-016.md,none,libreoffice doc->docx + OOXML extraction + omml2latex; OLE preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
computing-methods-017,computing_methods,数值分析试卷,学科资料/计算方法/大纲+试卷/paper/数值分析试卷.docx,docx,past_exam,,computing_methods/computing-methods-017.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review.; 4 OLE/MathType formula objects preserved as preview-image fallback; 4 native OMML formulas converted to LaTeX; 9 tool-proposed question boundaries need human confirmation; AI-transcribed 4 formula images to LaTeX (GLM-4V majority-vote + render gate); pending human re-check per SOP 4.2"
digital-system-creative-design-001,digital_system_creative_design,微信图片_20231129235834,学科资料/数字系统创意设计/深度学习-口罩识别/微信图片_20231129235834.jpg,jpg,note,2023,digital_system_creative_design/digital-system-creative-design-001.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-002,digital_system_creative_design,微信图片_20231130003702,学科资料/数字系统创意设计/深度学习-口罩识别/微信图片_20231130003702.png,png,note,2023,digital_system_creative_design/digital-system-creative-design-002.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-003,digital_system_creative_design,Mindspore口罩检测（yolov3）,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/Mindspore口罩检测（yolov3）.docx,docx,note,,digital_system_creative_design/digital-system-creative-design-003.md,none,local OOXML extraction + omml2latex; OLE formulas kept as PNG preview fallback,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-004,digital_system_creative_design,Mindspore口罩检测（yolov3）,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/Mindspore口罩检测（yolov3）.pdf,pdf,note,,digital_system_creative_design/digital-system-creative-design-004.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-005,digital_system_creative_design,昇腾MindSpore作业描述参考,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/昇腾MindSpore作业描述参考.pdf,pdf,note,,digital_system_creative_design/digital-system-creative-design-005.md,page,pymupdf text-layer page extraction,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-006,digital_system_creative_design,02-02_video12-frame-00251,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-02_video12-frame-00251.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-006.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-007,digital_system_creative_design,02-02_video12-frame-00297,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-02_video12-frame-00297.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-007.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-008,digital_system_creative_design,02-02_video12-frame-00298,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-02_video12-frame-00298.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-008.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-009,digital_system_creative_design,02-02_video12-frame-00299,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-02_video12-frame-00299.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-009.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-010,digital_system_creative_design,02-02_video12-frame-00300,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-02_video12-frame-00300.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-010.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-011,digital_system_creative_design,02-03_video03-frame-02228,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02228.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-011.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-012,digital_system_creative_design,02-03_video03-frame-02230,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02230.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-012.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-013,digital_system_creative_design,02-03_video03-frame-02232,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02232.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-013.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-014,digital_system_creative_design,02-03_video03-frame-02234,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02234.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-014.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-015,digital_system_creative_design,02-03_video03-frame-02236,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02236.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-015.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-016,digital_system_creative_design,02-03_video03-frame-02247,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02247.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-016.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-017,digital_system_creative_design,02-03_video03-frame-02248,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02248.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-017.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-018,digital_system_creative_design,02-03_video03-frame-02252,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02252.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-018.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
digital-system-creative-design-019,digital_system_creative_design,02-03_video03-frame-02259,学科资料/数字系统创意设计/深度学习-口罩识别/深度学习-口罩识别/数据集/mask_detection_500/train/02-03_video03-frame-02259.jpg,jpg,note,,digital_system_creative_design/digital-system-creative-design-019.md,none,single image embedded as stable asset,false,,,passed,Klosure,"AI-assisted batch conversion, pending human review."
